timestamp_sec,timestamp_nanosec,frame_id,pos_x,pos_y,orient_x,orient_y,orient_z,orient_w
1775268370,513340448,map,-9.95016281616771,17.447352111963355,0.0,0.0,-0.9157740659176146,0.4016937392998806
1775268370,523948512,map,-9.950183280017983,17.44734407043927,0.0,0.0,-0.9157758928417985,0.4016895742856751
1775268370,550700224,map,-9.950199106115454,17.447343880006247,0.0,0.0,-0.9157791279140898,0.4016821988549023
1775268370,557441696,map,-9.950190032300764,17.447359050112194,0.0,0.0,-0.9157774619084621,0.40168599709287245
1775268370,570254176,map,-9.950191851111917,17.44736068645343,0.0,0.0,-0.9157765533457932,0.40168806845872285
1775268370,674212320,map,-9.95245363996292,17.461958916936496,0.0,0.0,-0.917277849316939,0.39824784638776256
1775268370,722033440,map,-9.96199971841703,17.467047247764775,0.0,0.0,-0.9167522252474031,0.39945632740505543
1775268370,745766336,map,-9.961980567404735,17.467033946231496,0.0,0.0,-0.9167533202810898,0.3994538142934645
1775268370,756566560,map,-9.96198578749869,17.467044408649734,0.0,0.0,-0.9167579981733449,0.39944307827924797
1775268370,939356736,map,-9.961976522684983,17.46703806856709,0.0,0.0,-0.9167582946860545,0.3994423977550672
1775268371,122830240,map,-9.961945155749012,17.46703204339328,0.0,0.0,-0.9167544787337025,0.3994511556144223
1775268371,302498624,map,-9.967234620628275,17.45225338185419,0.0,0.0,-0.9188903931096359,0.39451292177927294
1775268371,348028384,map,-9.967246132010654,17.452256465813864,0.0,0.0,-0.9188929464590266,0.3945069745237065
1775268371,409750528,map,-9.975631974039924,17.45195582898137,0.0,0.0,-0.9209378531875662,0.38970946943367535
1775268371,418297248,map,-9.97563312504145,17.451956900059105,0.0,0.0,-0.9209404834153097,0.38970325378007264
1775268371,425323744,map,-9.975618252514124,17.451956973480684,0.0,0.0,-0.9209385201235551,0.3897078933671169
1775268371,437714720,map,-9.975862633937508,17.440208435416125,0.0,0.0,-0.919152361376973,0.3939021916353531
1775268371,454918560,map,-9.97411471734676,17.43484369019457,0.0,0.0,-0.9176754446741091,0.3973308171312366
1775268371,600459296,map,-9.974116907978699,17.434851333103605,0.0,0.0,-0.9176769337661411,0.39732737790589434
1775268371,804286016,map,-9.974120052476055,17.434857164748017,0.0,0.0,-0.9176791090636301,0.3973223537484166
1775268371,817740576,map,-9.974129540148352,17.434863868011178,0.0,0.0,-0.9176799637142,0.3973203797913021
1775268371,837860160,map,-9.974115949713054,17.434847858515354,0.0,0.0,-0.9176764309441434,0.3973285392337415
1775268371,862635808,map,-9.974116571292585,17.43484132256836,0.0,0.0,-0.9176767515691676,0.3973277987121719
1775268371,871175808,map,-9.974114894658975,17.434849040259486,0.0,0.0,-0.9176739591071091,0.39733424817989665
1775268371,879356896,map,-9.974108814720818,17.434847433535925,0.0,0.0,-0.9176732650886104,0.3973358510650769
1775268371,939916928,map,-9.99030497687945,17.43477173520367,0.0,0.0,-0.9183049176607623,0.39587381600714705
1775268371,959232992,map,-9.999978554566288,17.441195814418833,0.0,0.0,-0.9187141627782528,0.3949231407636858
1775268372,61808384,map,-9.999987754158232,17.441190278332257,0.0,0.0,-0.9187160264912483,0.3949188051588985
1775268372,76205760,map,-9.999986888342562,17.441180643532125,0.0,0.0,-0.9187136114071343,0.39492442342207856
1775268372,264475616,map,-9.99997779039981,17.441185589880728,0.0,0.0,-0.918714522136382,0.3949223047837628
1775268372,272054624,map,-9.9999609931547,17.44118848627368,0.0,0.0,-0.9187156909121638,0.3949195858295528
1775268372,438266336,map,-9.99941614030598,17.434410578865883,0.0,0.0,-0.9187734061806581,0.39478529366630605
1775268372,452472160,map,-9.985327566358091,17.43535892237911,0.0,0.0,-0.9206788200287509,0.3903210349833414
1775268372,462111808,map,-9.985339548018791,17.435350113676396,0.0,0.0,-0.9206778253307366,0.39032338124209986
1775268372,467573952,map,-9.985340179285991,17.43536834403004,0.0,0.0,-0.9206778605972143,0.39032329805705474
