timestamp_sec,timestamp_nanosec,pos_x,pos_y,orient_x,orient_y,orient_z,orient_w
1775448898,329606091,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,349778341,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,369720508,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,389744383,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,409882133,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,430358924,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,449604258,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,470261299,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,490806341,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,509646049,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,530547383,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,549561883,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,571770174,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,589670799,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,611423549,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,630935924,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,650326591,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,670695550,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,689560341,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,709609466,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,730214675,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,749760591,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,771935216,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,792891508,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,809721883,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,830790675,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,852674466,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,869545341,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,892252466,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,909599966,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,929926508,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,953466883,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,969914216,0.0,0.0,0.0,0.0,0.0,1.0
1775448898,993543425,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,9794216,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,29534341,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,49663966,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,69029591,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,90004341,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,110799758,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,129603300,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,149769883,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,170074341,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,189546133,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,211627008,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,231030758,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,250022758,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,269753300,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,290014633,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,311166716,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,330147425,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,348939008,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,369792258,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,389926383,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,411714008,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,432905008,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,449953092,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,471436133,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,492273258,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,509523092,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,534256050,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,549796967,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,569643050,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,589788133,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,609743467,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,630400925,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,648902967,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,669884758,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,691977300,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,709544300,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,729733675,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,751814550,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,770698842,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,789953300,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,809910717,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,829559133,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,852686758,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,870030967,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,890480967,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,910160717,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,929959425,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,949893383,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,969770258,0.0,0.0,0.0,0.0,0.0,1.0
1775448899,989555675,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,9998800,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,31648717,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,53758508,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,69930634,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,90163300,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,111797092,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,132507842,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,149542384,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,169728092,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,189221092,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,209860259,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,230927550,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,250388009,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,277119259,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,289594009,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,310294300,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,329753384,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,350768134,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,369778759,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,390116217,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,409822717,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,429964009,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,452538217,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,469670800,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,489885342,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,509611800,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,531664592,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,552775675,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,569039092,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,590024092,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,611935342,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,629722759,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,650298259,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,669817467,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,689663384,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,710483967,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,730361842,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,753444800,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,769763634,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,789586967,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,809849717,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,830763592,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,849658426,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,869733092,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,889920717,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,909596259,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,929714384,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,949553176,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,970516842,0.0,0.0,0.0,0.0,0.0,1.0
1775448900,990913509,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,11416759,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,30589509,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,50451301,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,70724217,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,91502759,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,109580634,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,129540759,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,151035509,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,171840342,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,189746884,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,209767384,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,231283342,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,249547259,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,269578092,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,289762301,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,310073842,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,329944884,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,352347259,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,369984009,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,389759092,0.0,0.0,0.0,0.0,0.0,1.0
1775448901,410743717,0.0,0.0,0.0,0.0,0.0,1.0
