timestamp_sec,timestamp_nanosec,pos_x,pos_y,orient_x,orient_y,orient_z,orient_w
1776907182,122543803,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,142773887,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,162714887,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,182841012,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,203651679,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,223609345,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,242977304,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,263611387,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,287213179,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,302556970,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,322543470,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,344792470,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,363493637,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,382543512,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,402941429,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,422914970,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,442947637,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,462627262,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,482725762,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,503231762,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,522986887,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,542916679,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,562118887,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,583848887,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,602751304,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
1776907182,622743679,-7.350388050079346,20.132875442504883,0.0,0.0,-0.9018277847917354,0.4320956451731853
